itemid,views,add_to_cart,purchases,view_to_cart,cart_to_buy,view_to_buy,price,cost,margin_per_unit,gross_margin,erosion_flag
179601,733.0,30.0,11.0,0.040927694406548434,0.36666666666666664,0.015006821282401092,86.3,71.25,15.049999999999997,165.54999999999995,0
429094,727.0,0.0,0.0,0.0,0.0,0.0,48.54,25.89,22.65,0.0,0
325310,716.0,37.0,11.0,0.051675977653631286,0.2972972972972973,0.015363128491620111,42.47,27.93,14.54,159.94,0
15948,711.0,0.0,0.0,0.0,0.0,0.0,63.42,39.2,24.22,0.0,0
122604,709.0,48.0,13.0,0.06770098730606489,0.2708333333333333,0.018335684062059238,31.27,25.17,6.099999999999998,79.29999999999997,0
422425,706.0,19.0,7.0,0.026912181303116147,0.3684210526315789,0.009915014164305949,84.18,44.55,39.63000000000001,277.4100000000001,0
316753,696.0,84.0,14.0,0.1206896551724138,0.16666666666666666,0.020114942528735632,25.96,14.9,11.06,154.84,0
351044,690.0,3.0,2.0,0.004347826086956522,0.6666666666666666,0.002898550724637681,98.95,75.54,23.409999999999997,46.81999999999999,0
69533,681.0,22.0,5.0,0.032305433186490456,0.22727272727272727,0.007342143906020558,81.78,42.36,39.42,197.10000000000002,0
355994,680.0,34.0,13.0,0.05,0.38235294117647056,0.01911764705882353,35.9,24.14,11.759999999999998,152.87999999999997,0
345279,670.0,26.0,7.0,0.03880597014925373,0.2692307692307692,0.010447761194029851,20.44,13.38,7.0600000000000005,49.42,0
413166,670.0,0.0,0.0,0.0,0.0,0.0,85.24,52.59,32.64999999999999,0.0,0
869,654.0,32.0,7.0,0.04892966360856269,0.21875,0.010703363914373088,76.55,48.85,27.699999999999996,193.89999999999998,0
438484,652.0,42.0,12.0,0.06441717791411043,0.2857142857142857,0.018404907975460124,78.32,53.69,24.629999999999995,295.55999999999995,0
272770,651.0,6.0,3.0,0.009216589861751152,0.5,0.004608294930875576,81.7,45.47,36.230000000000004,108.69000000000001,0
409804,647.0,156.0,35.0,0.241112828438949,0.22435897435897437,0.05409582689335394,25.92,18.15,7.770000000000003,271.9500000000001,0
58638,645.0,22.0,9.0,0.034108527131782945,0.4090909090909091,0.013953488372093023,48.68,38.06,10.619999999999997,95.57999999999998,0
299222,641.0,35.0,11.0,0.054602184087363496,0.3142857142857143,0.0171606864274571,29.27,22.42,6.849999999999998,75.34999999999998,0
215715,637.0,0.0,0.0,0.0,0.0,0.0,89.05,49.32,39.73,0.0,0
290250,634.0,0.0,0.0,0.0,0.0,0.0,69.86,38.58,31.28,0.0,0
17478,631.0,72.0,37.0,0.11410459587955626,0.5138888888888888,0.058637083993660855,46.47,27.6,18.869999999999997,698.1899999999999,0
291877,626.0,12.0,5.0,0.019169329073482427,0.4166666666666667,0.007987220447284345,25.08,15.71,9.369999999999997,46.84999999999999,0
138427,626.0,34.0,20.0,0.054313099041533544,0.5882352941176471,0.03194888178913738,44.88,28.86,16.020000000000003,320.4000000000001,0
82586,616.0,12.0,4.0,0.01948051948051948,0.3333333333333333,0.006493506493506494,46.01,33.95,12.059999999999995,48.23999999999998,0
320494,614.0,19.0,3.0,0.030944625407166124,0.15789473684210525,0.004885993485342019,78.37,40.74,37.63,112.89000000000001,0
339703,614.0,61.0,9.0,0.0993485342019544,0.14754098360655737,0.014657980456026058,71.0,36.36,34.64,311.76,0
242905,610.0,31.0,4.0,0.05081967213114754,0.12903225806451613,0.006557377049180328,90.98,57.97,33.010000000000005,132.04000000000002,0
46232,610.0,72.0,19.0,0.1180327868852459,0.2638888888888889,0.03114754098360656,57.78,42.99,14.79,281.01,0
89775,608.0,19.0,8.0,0.03125,0.42105263157894735,0.013157894736842105,29.57,16.79,12.780000000000001,102.24000000000001,0
445749,606.0,0.0,0.0,0.0,0.0,0.0,77.06,55.83,21.230000000000004,0.0,0
316779,605.0,0.0,0.0,0.0,0.0,0.0,80.86,47.79,33.07,0.0,0
149275,604.0,0.0,0.0,0.0,0.0,0.0,64.9,52.58,12.320000000000007,0.0,0
254418,604.0,16.0,3.0,0.026490066225165563,0.1875,0.004966887417218543,81.68,66.44,15.240000000000009,45.72000000000003,0
253615,599.0,47.0,7.0,0.07846410684474124,0.14893617021276595,0.011686143572621035,59.5,35.94,23.560000000000002,164.92000000000002,0
206880,598.0,14.0,0.0,0.023411371237458192,0.0,0.0,61.82,35.89,25.93,0.0,0
399031,598.0,16.0,3.0,0.026755852842809364,0.1875,0.005016722408026756,54.2,34.9,19.300000000000004,57.90000000000001,0
268883,597.0,52.0,29.0,0.08710217755443886,0.5576923076923077,0.048576214405360134,22.03,12.87,9.160000000000002,265.64000000000004,0
357054,597.0,24.0,7.0,0.04020100502512563,0.2916666666666667,0.011725293132328308,28.63,21.05,7.579999999999998,53.05999999999999,0
66752,595.0,13.0,3.0,0.021848739495798318,0.23076923076923078,0.005042016806722689,22.51,17.77,4.740000000000002,14.220000000000006,0
393111,591.0,16.0,6.0,0.02707275803722504,0.375,0.01015228426395939,70.91,52.16,18.75,112.5,0
453618,590.0,13.0,1.0,0.022033898305084745,0.07692307692307693,0.001694915254237288,45.15,35.6,9.549999999999997,9.549999999999997,0
243355,590.0,17.0,5.0,0.0288135593220339,0.29411764705882354,0.00847457627118644,60.69,38.77,21.919999999999995,109.59999999999997,0
38965,589.0,29.0,10.0,0.04923599320882852,0.3448275862068966,0.01697792869269949,92.61,51.37,41.24,412.40000000000003,0
546,589.0,45.0,23.0,0.07640067911714771,0.5111111111111111,0.03904923599320883,39.94,30.29,9.649999999999999,221.94999999999996,0
216305,585.0,2.0,1.0,0.003418803418803419,0.5,0.0017094017094017094,52.83,33.08,19.75,19.75,0
91105,585.0,10.0,2.0,0.017094017094017096,0.2,0.003418803418803419,80.44,59.12,21.32,42.64,0
449571,585.0,0.0,0.0,0.0,0.0,0.0,38.3,22.78,15.519999999999996,0.0,0
153778,581.0,27.0,14.0,0.04647160068846816,0.5185185185185185,0.024096385542168676,26.16,13.82,12.34,172.76,0
445105,578.0,23.0,8.0,0.039792387543252594,0.34782608695652173,0.01384083044982699,43.18,36.59,6.589999999999996,52.71999999999997,0
447661,575.0,45.0,5.0,0.0782608695652174,0.1111111111111111,0.008695652173913044,32.9,18.25,14.649999999999999,73.25,0
248455,575.0,52.0,38.0,0.09043478260869565,0.7307692307692307,0.06608695652173913,94.38,79.84,14.539999999999992,552.5199999999998,0
260539,574.0,0.0,0.0,0.0,0.0,0.0,84.65,71.28,13.370000000000005,0.0,0
403757,573.0,0.0,0.0,0.0,0.0,0.0,70.67,54.97,15.700000000000003,0.0,0
367664,571.0,30.0,9.0,0.05253940455341506,0.3,0.01576182136602452,89.72,65.56,24.159999999999997,217.43999999999997,0
389158,567.0,38.0,12.0,0.06701940035273368,0.3157894736842105,0.021164021164021163,84.29,59.19,25.10000000000001,301.2000000000001,0
4001,567.0,24.0,9.0,0.042328042328042326,0.375,0.015873015873015872,34.93,28.05,6.879999999999999,61.91999999999999,0
231243,565.0,7.0,0.0,0.012389380530973451,0.0,0.0,91.4,54.96,36.440000000000005,0.0,0
318333,558.0,44.0,23.0,0.07885304659498207,0.5227272727272727,0.04121863799283154,63.15,41.91,21.240000000000002,488.52000000000004,0
294482,553.0,0.0,0.0,0.0,0.0,0.0,84.6,60.64,23.959999999999994,0.0,0
82278,548.0,17.0,7.0,0.03102189781021898,0.4117647058823529,0.012773722627737226,91.69,59.04,32.65,228.54999999999998,0
378637,545.0,16.0,4.0,0.029357798165137616,0.25,0.007339449541284404,45.44,29.52,15.919999999999998,63.67999999999999,0
374092,545.0,21.0,6.0,0.03853211009174312,0.2857142857142857,0.011009174311926606,28.8,17.73,11.07,66.42,0
235224,542.0,7.0,2.0,0.012915129151291513,0.2857142857142857,0.0036900369003690036,38.23,26.67,11.559999999999995,23.11999999999999,0
260650,542.0,0.0,0.0,0.0,0.0,0.0,54.17,43.21,10.96,0.0,0
17114,542.0,4.0,0.0,0.007380073800738007,0.0,0.0,85.44,48.75,36.69,0.0,0
82389,541.0,0.0,0.0,0.0,0.0,0.0,88.86,73.49,15.370000000000005,0.0,0
76060,541.0,15.0,5.0,0.027726432532347505,0.3333333333333333,0.009242144177449169,20.56,15.24,5.3199999999999985,26.599999999999994,0
287664,538.0,0.0,0.0,0.0,0.0,0.0,60.86,47.97,12.89,0.0,0
460188,534.0,14.0,4.0,0.026217228464419477,0.2857142857142857,0.00749063670411985,53.39,37.09,16.299999999999997,65.19999999999999,0
298196,527.0,0.0,0.0,0.0,0.0,0.0,37.77,29.19,8.580000000000002,0.0,0
338660,525.0,27.0,10.0,0.05142857142857143,0.37037037037037035,0.01904761904761905,29.59,14.96,14.629999999999999,146.29999999999998,0
390591,524.0,62.0,8.0,0.1183206106870229,0.12903225806451613,0.015267175572519083,47.01,36.97,10.04,80.32,0
5470,521.0,30.0,5.0,0.05758157389635317,0.16666666666666666,0.009596928982725527,95.43,49.06,46.370000000000005,231.85000000000002,0
23762,521.0,36.0,15.0,0.0690978886756238,0.4166666666666667,0.028790786948176585,45.86,37.21,8.649999999999999,129.74999999999997,0
260317,520.0,0.0,0.0,0.0,0.0,0.0,61.5,52.1,9.399999999999999,0.0,0
118914,519.0,12.0,9.0,0.023121387283236993,0.75,0.017341040462427744,76.24,45.97,30.269999999999996,272.42999999999995,0
304537,514.0,10.0,0.0,0.019455252918287938,0.0,0.0,49.09,28.16,20.930000000000003,0.0,0
192875,514.0,3.0,2.0,0.005836575875486381,0.6666666666666666,0.0038910505836575876,97.74,75.05,22.689999999999998,45.379999999999995,0
425186,513.0,2.0,0.0,0.003898635477582846,0.0,0.0,97.0,57.09,39.91,0.0,0
162139,512.0,13.0,6.0,0.025390625,0.46153846153846156,0.01171875,40.14,32.23,7.910000000000004,47.46000000000002,0
62549,509.0,17.0,4.0,0.03339882121807466,0.23529411764705882,0.007858546168958742,59.78,32.04,27.740000000000002,110.96000000000001,0
334273,507.0,8.0,1.0,0.015779092702169626,0.125,0.0019723865877712033,44.07,23.98,20.09,20.09,0
308438,507.0,23.0,4.0,0.045364891518737675,0.17391304347826086,0.007889546351084813,42.79,36.06,6.729999999999997,26.919999999999987,0
170811,502.0,13.0,2.0,0.025896414342629483,0.15384615384615385,0.00398406374501992,22.95,16.89,6.059999999999999,12.119999999999997,0
392074,502.0,7.0,0.0,0.013944223107569721,0.0,0.0,68.77,54.77,13.999999999999993,0.0,0
64951,499.0,13.0,3.0,0.026052104208416832,0.23076923076923078,0.006012024048096192,60.21,36.94,23.270000000000003,69.81,0
454818,498.0,30.0,10.0,0.060240963855421686,0.3333333333333333,0.020080321285140562,24.12,17.77,6.350000000000001,63.500000000000014,0
459475,498.0,21.0,7.0,0.04216867469879518,0.3333333333333333,0.014056224899598393,42.29,29.94,12.349999999999998,86.44999999999999,0
350103,497.0,8.0,6.0,0.01609657947686117,0.75,0.012072434607645875,92.66,65.89,26.769999999999996,160.61999999999998,0
449912,496.0,19.0,6.0,0.038306451612903226,0.3157894736842105,0.012096774193548387,39.16,28.94,10.219999999999995,61.31999999999997,0
22436,496.0,41.0,6.0,0.08266129032258064,0.14634146341463414,0.012096774193548387,31.59,22.16,9.43,56.58,0
330506,496.0,15.0,4.0,0.03024193548387097,0.26666666666666666,0.008064516129032258,59.16,38.46,20.699999999999996,82.79999999999998,0
299677,495.0,13.0,1.0,0.026262626262626262,0.07692307692307693,0.00202020202020202,98.85,58.97,39.879999999999995,39.879999999999995,0
379520,495.0,37.0,17.0,0.07474747474747474,0.4594594594594595,0.03434343434343434,39.36,30.27,9.09,154.53,0
184998,494.0,0.0,0.0,0.0,0.0,0.0,73.77,42.73,31.04,0.0,0
424515,494.0,11.0,1.0,0.022267206477732792,0.09090909090909091,0.0020242914979757085,80.93,60.08,20.85000000000001,20.85000000000001,0
274798,493.0,21.0,3.0,0.04259634888438134,0.14285714285714285,0.006085192697768763,39.01,22.69,16.319999999999997,48.959999999999994,0
118551,491.0,5.0,3.0,0.010183299389002037,0.6,0.006109979633401222,78.26,56.26,22.000000000000007,66.00000000000003,0
215596,490.0,22.0,5.0,0.044897959183673466,0.22727272727272727,0.01020408163265306,49.42,37.63,11.79,58.949999999999996,0
75779,490.0,0.0,0.0,0.0,0.0,0.0,70.58,40.7,29.879999999999995,0.0,0
289103,486.0,14.0,9.0,0.02880658436213992,0.6428571428571429,0.018518518518518517,70.68,36.82,33.86000000000001,304.74000000000007,0
216888,485.0,0.0,0.0,0.0,0.0,0.0,62.86,34.31,28.549999999999997,0.0,0
46130,483.0,30.0,7.0,0.062111801242236024,0.23333333333333334,0.014492753623188406,27.22,19.39,7.829999999999998,54.80999999999999,0
429571,482.0,0.0,0.0,0.0,0.0,0.0,86.82,69.23,17.58999999999999,0.0,0
204494,482.0,26.0,10.0,0.05394190871369295,0.38461538461538464,0.02074688796680498,45.66,23.55,22.109999999999996,221.09999999999997,0
29890,482.0,0.0,0.0,0.0,0.0,0.0,34.92,26.43,8.490000000000002,0.0,0
272455,482.0,11.0,5.0,0.022821576763485476,0.45454545454545453,0.01037344398340249,23.26,14.41,8.850000000000001,44.25000000000001,0
342530,482.0,22.0,6.0,0.04564315352697095,0.2727272727272727,0.012448132780082987,67.27,44.9,22.369999999999997,134.21999999999997,0
215363,478.0,10.0,6.0,0.02092050209205021,0.6,0.012552301255230125,74.21,61.23,12.979999999999997,77.87999999999998,0
175356,476.0,11.0,2.0,0.023109243697478993,0.18181818181818182,0.004201680672268907,21.33,13.14,8.189999999999998,16.379999999999995,0
80435,475.0,21.0,9.0,0.04421052631578947,0.42857142857142855,0.018947368421052633,60.97,40.41,20.560000000000002,185.04000000000002,0
115323,474.0,1.0,0.0,0.002109704641350211,0.0,0.0,38.12,19.24,18.88,0.0,0
227318,473.0,9.0,3.0,0.019027484143763214,0.3333333333333333,0.006342494714587738,71.61,37.85,33.76,101.28,0
464731,472.0,30.0,10.0,0.0635593220338983,0.3333333333333333,0.0211864406779661,33.95,20.05,13.900000000000002,139.00000000000003,0
46156,468.0,52.0,31.0,0.1111111111111111,0.5961538461538461,0.06623931623931624,75.28,38.37,36.910000000000004,1144.21,0
218794,465.0,46.0,11.0,0.0989247311827957,0.2391304347826087,0.023655913978494623,50.94,36.73,14.21,156.31,0
137144,465.0,0.0,0.0,0.0,0.0,0.0,94.94,61.64,33.3,0.0,0
101845,461.0,0.0,0.0,0.0,0.0,0.0,31.0,21.45,9.55,0.0,0
444593,461.0,10.0,3.0,0.021691973969631236,0.3,0.006507592190889371,47.29,26.53,20.759999999999998,62.279999999999994,0
218746,461.0,44.0,5.0,0.09544468546637744,0.11363636363636363,0.010845986984815618,29.08,17.55,11.529999999999998,57.64999999999999,0
368060,459.0,21.0,3.0,0.0457516339869281,0.14285714285714285,0.006535947712418301,93.98,68.82,25.16000000000001,75.48000000000003,0
251349,457.0,0.0,0.0,0.0,0.0,0.0,90.19,75.56,14.629999999999995,0.0,0
448453,456.0,32.0,16.0,0.07017543859649122,0.5,0.03508771929824561,40.64,21.03,19.61,313.76,0
184199,454.0,9.0,0.0,0.019823788546255508,0.0,0.0,72.8,59.09,13.709999999999994,0.0,0
340825,452.0,9.0,5.0,0.01991150442477876,0.5555555555555556,0.011061946902654867,85.38,59.93,25.449999999999996,127.24999999999997,0
203908,452.0,0.0,0.0,0.0,0.0,0.0,64.42,44.92,19.5,0.0,0
244252,452.0,4.0,0.0,0.008849557522123894,0.0,0.0,62.37,42.11,20.259999999999998,0.0,0
344723,451.0,32.0,4.0,0.07095343680709534,0.125,0.008869179600886918,39.35,20.63,18.720000000000002,74.88000000000001,0
54502,450.0,0.0,0.0,0.0,0.0,0.0,27.45,14.59,12.86,0.0,0
244924,450.0,0.0,0.0,0.0,0.0,0.0,91.78,65.19,26.590000000000003,0.0,0
42002,448.0,23.0,16.0,0.05133928571428571,0.6956521739130435,0.03571428571428571,92.03,57.0,35.03,560.48,0
276245,448.0,14.0,0.0,0.03125,0.0,0.0,70.65,58.01,12.640000000000008,0.0,0
186256,447.0,11.0,2.0,0.024608501118568233,0.18181818181818182,0.0044742729306487695,47.12,30.27,16.849999999999998,33.699999999999996,0
380971,445.0,16.0,6.0,0.035955056179775284,0.375,0.01348314606741573,47.94,26.37,21.569999999999997,129.42,0
382751,444.0,16.0,2.0,0.036036036036036036,0.125,0.0045045045045045045,78.08,58.57,19.509999999999998,39.019999999999996,0
194791,444.0,2.0,1.0,0.0045045045045045045,0.5,0.0022522522522522522,91.77,55.31,36.459999999999994,36.459999999999994,0
344071,444.0,20.0,7.0,0.04504504504504504,0.35,0.015765765765765764,90.97,62.21,28.759999999999998,201.32,0
11279,443.0,21.0,10.0,0.04740406320541761,0.47619047619047616,0.022573363431151242,82.39,61.32,21.07,210.7,0
321905,442.0,20.0,2.0,0.04524886877828054,0.1,0.004524886877828055,71.36,58.17,13.189999999999998,26.379999999999995,0
255725,440.0,11.0,5.0,0.025,0.45454545454545453,0.011363636363636364,26.73,20.78,5.949999999999999,29.749999999999996,0
76426,439.0,20.0,6.0,0.04555808656036447,0.3,0.01366742596810934,32.93,24.26,8.669999999999998,52.01999999999999,0
280375,439.0,15.0,3.0,0.03416856492027335,0.2,0.00683371298405467,91.88,67.8,24.08,72.24,0
413990,438.0,5.0,1.0,0.01141552511415525,0.2,0.00228310502283105,68.51,56.94,11.570000000000007,11.570000000000007,0
229204,438.0,0.0,0.0,0.0,0.0,0.0,20.74,12.51,8.229999999999999,0.0,0
360487,436.0,33.0,4.0,0.07568807339449542,0.12121212121212122,0.009174311926605505,28.12,14.07,14.05,56.2,0
279457,435.0,63.0,7.0,0.14482758620689656,0.1111111111111111,0.016091954022988506,73.08,43.5,29.58,207.06,0
450082,435.0,33.0,22.0,0.07586206896551724,0.6666666666666666,0.05057471264367816,20.4,11.76,8.639999999999999,190.07999999999998,0
61303,434.0,21.0,4.0,0.04838709677419355,0.19047619047619047,0.009216589861751152,32.86,24.05,8.809999999999999,35.239999999999995,0
57788,434.0,19.0,6.0,0.04377880184331797,0.3157894736842105,0.013824884792626729,63.9,46.12,17.78,106.68,0
11663,433.0,11.0,3.0,0.025404157043879907,0.2727272727272727,0.006928406466512702,75.35,53.33,22.019999999999996,66.05999999999999,0
200425,432.0,9.0,3.0,0.020833333333333332,0.3333333333333333,0.006944444444444444,72.16,36.49,35.669999999999995,107.00999999999999,0
75075,431.0,0.0,0.0,0.0,0.0,0.0,37.94,28.65,9.29,0.0,0
103156,431.0,7.0,2.0,0.016241299303944315,0.2857142857142857,0.004640371229698376,76.97,47.2,29.769999999999996,59.53999999999999,0
432152,430.0,17.0,4.0,0.03953488372093023,0.23529411764705882,0.009302325581395349,38.98,28.56,10.419999999999998,41.67999999999999,0
414460,429.0,4.0,3.0,0.009324009324009324,0.75,0.006993006993006993,46.03,31.98,14.05,42.150000000000006,0
114866,426.0,0.0,0.0,0.0,0.0,0.0,79.72,49.42,30.299999999999997,0.0,0
156173,425.0,0.0,0.0,0.0,0.0,0.0,71.97,39.38,32.589999999999996,0.0,0
48704,425.0,0.0,0.0,0.0,0.0,0.0,87.94,46.87,41.07,0.0,0
159822,424.0,29.0,11.0,0.06839622641509434,0.3793103448275862,0.025943396226415096,72.61,57.44,15.170000000000002,166.87,0
17108,424.0,16.0,5.0,0.03773584905660377,0.3125,0.01179245283018868,65.46,53.78,11.679999999999993,58.39999999999996,0
162525,424.0,0.0,0.0,0.0,0.0,0.0,27.49,20.0,7.489999999999998,0.0,0
85914,423.0,15.0,8.0,0.03546099290780142,0.5333333333333333,0.018912529550827423,49.42,26.5,22.92,183.36,0
132683,422.0,38.0,15.0,0.09004739336492891,0.39473684210526316,0.035545023696682464,41.22,26.41,14.809999999999999,222.14999999999998,0
190070,421.0,13.0,2.0,0.030878859857482184,0.15384615384615385,0.004750593824228029,39.52,29.84,9.680000000000003,19.360000000000007,0
369158,419.0,26.0,19.0,0.06205250596658711,0.7307692307692307,0.045346062052505964,97.84,75.62,22.22,422.17999999999995,0
193359,419.0,0.0,0.0,0.0,0.0,0.0,51.45,27.85,23.6,0.0,0
460133,419.0,0.0,0.0,0.0,0.0,0.0,91.36,45.68,45.68,0.0,0
228392,418.0,18.0,10.0,0.0430622009569378,0.5555555555555556,0.023923444976076555,70.49,52.82,17.669999999999995,176.69999999999993,0
